year,trifd,frs id,facility name,street address,city,county,st,zip,bia,tribe,latitude,longitude,horizontal datum,parent co name,parent co db num,standard parent co name,foreign parent co name,foreign parent co db num,standard foreign parent co name,federal facility,industry sector code,industry sector,primary sic,sic 2,sic 3,sic 4,sic 5,sic 6,primary naics,naics 2,naics 3,naics 4,naics 5,naics 6,doc_ctrl_num,chemical,elemental metal included,tri chemical/compound id,cas#,srs id,clean air act chemical,classification,metal,metal category,carcinogen,pbt,pfas,form type,unit of measure,5.1 - fugitive air,5.2 - stack air,5.3 - water,5.4 - underground,5.4.1 - underground cl i,5.4.2 - underground c ii-v,5.5.1 - landfills,5.5.1a - rcra c landfill,5.5.1b - other landfills,5.5.2 - land treatment,5.5.3 - surface impndmnt,5.5.3a - rcra surface im,5.5.3b - other surface i,5.5.4 - other disposal,on-site release total,6.1 - potw - trns rlse,6.1 - potw - trns trt,potw - total transfers,6.2 - m10,6.2 - m41,6.2 - m62,6.2 - m40 metal,6.2 - m61 metal,6.2 - m71,6.2 - m81,6.2 - m82,6.2 - m72,6.2 - m63,6.2 - m66,6.2 - m67,6.2 - m64,6.2 - m65,6.2 - m73,6.2 - m79,6.2 - m90,6.2 - m94,6.2 - m99,off-site release total,6.2 - m20,6.2 - m24,6.2 - m26,6.2 - m28,6.2 - m93,off-site recycled total,6.2 - m56,6.2 - m92,off-site energy recovery t,6.2 - m40 non-metal,6.2 - m50,6.2 - m54,6.2 - m61 non-metal,6.2 - m69,6.2 - m95,off-site treated total,6.2 - unclassified,6.2 - total transfer,total releases,8.1 - releases,8.1a - on-site contained,8.1b - on-site other,8.1c - off-site contain,8.1d - off-site other r,8.2 - energy recover on,8.3 - energy recover of,8.4 - recycling on site,8.5 - recycling off sit,8.6 - treatment on site,8.7 - treatment off site,production wste (8.1-8.7),8.8 - one-time release,prod_ratio_or_ activity,8.9 - production ratio
2011,05301NTDCRONETE,110001124079,VERMONT CIRCUITS INC,76 TECHNOLOGY DR,BRATTLEBORO,WINDHAM,VT,05301,,,42.875939,-72.562989,,NA,NA,NA,,,,NO,334,Computers and Electronic Products,,,,,,,334412,,,,,,1311209391717,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,4.0000000000,0E-10,4.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,4.0000000000,0E-10,604.0000000000,0E-10,0E-10,0E-10,604.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,608.0000000000,4.0000000000,0E-10,0E-10,0E-10,0E-10,4.0000000000,0E-10,0E-10,0E-10,604.0000000000,0E-10,0E-10,608.0000000,,,0.76
2011,05465SRMYTETHAN,110037143365,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,,,44.480478,-72.967643,,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,NA,,NA,YES,999,Other,,,,,,,928110,,,,,,1311209454228,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,9188.9000000000,9188.9000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,9188.9000000000,0E-10,0E-10,9188.9000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,9188.9000000,,,
2011,05478VRDYB75SWA,110000314874,ENERGIZER BATTERY MANUFACTURING INC,75 SWANTON RD,SAINT ALBANS,FRANKLIN,VT,05478,,,44.829890,-73.079730,,ENERGIZER HOLDINGS INC,133184171,ENERGIZER HOLDINGS INC,,,,NO,335,Electrical Equipment,,,,,,,335912,335129,,,,,1311209688504,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.0281000000,0E-10,0E-10,0E-10,9.1412000000,0E-10,0E-10,9.1693000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,9.1693000000,9.1693000000,0E-10,0E-10,0E-10,0.0281000000,9.1412000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,9.1693000,,,0.79
2011,0547WPKNDS326CA,110007329275,PIKE INDUSTRIES INC. - NEW HAVEN (C600 & P736),326 CAMPGROUND RD,NEW HAVEN,ADDISON,VT,05472,,,44.085888,-73.181918,,CRH AMERICAS INC,037176591,CRH AMERICAS INC,CRH PLC,037176591,CRH PUBLIC LTD CO,NO,324,Petroleum,,,,,,,324121,,,,,,1311209479827,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-7,,,1.00
2011,05485BSCSCMILLS,110007328490,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,,,44.906475,-72.978457,,SMURFIT WESTROCK U.S. HOLDING CO,NA,SMURFIT WESTROCK US HOLDING CO,SMURFIT WESTROCK PUBLIC LTD CO,985693623,SMURFIT WESTROCK PUBLIC LTD CO,NO,322,Paper,,,,,,,322130,,,,,,1311209261458,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0.3700000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.3700000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,2.8600000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,2.8600000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,2.8600000000,3.2300000000,0E-10,0E-10,0.3700000000,2.8600000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,3.2300000,,,1.02
2011,05491HRCLSPANTO,110000826848,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,,,44.163130,-73.262670,,RAYTHEON TECHNOLOGIES CORP,001344142,RTX CORP,NA,,NA,NO,336,Transportation Equipment,,,,,,,336413,,,,,,1311209695358,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,3.9000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,3.9000000000,0.5000000000,0E-10,0.5000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,121.5000000000,0E-10,122.0000000000,0E-10,857.7000000000,0E-10,0E-10,0E-10,857.7000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,979.7000000000,125.9000000000,0E-10,0E-10,3.9000000000,0E-10,122.0000000000,0E-10,0E-10,0E-10,857.7000000000,0E-10,0E-10,983.6000000,,,1.05
2011,0549WPKNDS346AV,110043670113,PIKE INDUSTRIES INC. - WILLISTON VT (P800),346 AVENUE A,WILLISTON,CHITTENDEN,VT,05495,,,44.462638,-73.132244,,CRH AMERICAS INC,037176591,CRH AMERICAS INC,CRH PLC,037176591,CRH PUBLIC LTD CO,NO,324,Petroleum,,,,,,,324121,,,,,,1311209483650,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0.1000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.1000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.1000000000,0E-10,0.1000000000,0E-10,0E-10,0E-10,0E-10,0.1000000000,0.1000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.2000000000,0.2000000000,0E-10,0E-10,0.1000000000,0E-10,0.1000000000,0E-10,0E-10,0E-10,0.1000000000,0E-10,0E-10,0.3000000,,,1.20
2011,05641SFTYK23WSE,110000620392,SAFETY-KLEEN SYSTEMS BARRE (BVT),23 W SECOND ST,BARRE,WASHINGTON,VT,05641,,,44.206320,-72.515923,,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,,,,NO,562,Hazardous Waste,,,,,,,562112,484220,484230,,,,1311209677602,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,329.6000000000,0E-10,0E-10,329.6000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,329.6000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,330.0000000000,0E-10,0E-10,330.0000000,,,0.04
2011,05701GNRLL210CO,110000314909,GE AEROSPACE PLANT 1,210 COLUMBIAN AVE,RUTLAND,RUTLAND,VT,05701,,,43.607180,-72.992093,,GENERAL ELECTRIC CO (GE CO),001367960,GENERAL ELECTRIC CO (GE CO),NA,,NA,NO,336,Transportation Equipment,,,,,,,336412,333611,,,,,1311209408501,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.3100000000,0E-10,0.3100000000,0E-10,5.3000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,45.7000000000,0E-10,0E-10,51.3100000000,0E-10,52.8000000000,0E-10,0E-10,0E-10,52.8000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,104.1100000000,51.3100000000,0E-10,0E-10,0E-10,0E-10,51.3100000000,0E-10,0E-10,0E-10,52.8000000000,0E-10,0E-10,104.1100000,,,1.02
2011,05759GNRLL16WIN,,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,,,43.577095,-72.961317,,GENERAL ELECTRIC CO (GE CO),001367960,GENERAL ELECTRIC CO (GE CO),NA,,NA,NO,336,Transportation Equipment,,,,,,,336412,333611,,,,,1311209408259,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.5200000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.5200000000,1.0000000000,0E-10,1.0000000000,0E-10,92.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,586.5600000000,0E-10,0E-10,679.5600000000,0E-10,913.5800000000,0E-10,0E-10,0E-10,913.5800000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,1593.1400000000,680.0800000000,0E-10,0E-10,0.5200000000,0E-10,679.5600000000,0E-10,0E-10,0E-10,913.5800000000,0E-10,0E-10,1593.6600000,,,1.02
2011,05759GNRLL16WIN,,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,,,43.577095,-72.961317,,GENERAL ELECTRIC CO (GE CO),001367960,GENERAL ELECTRIC CO (GE CO),NA,,NA,NO,336,Transportation Equipment,,,,,,,336412,333611,,,,,1311209408261,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.5000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.5000000000,1.0000000000,0E-10,1.0000000000,0E-10,92.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,586.5600000000,0E-10,0E-10,679.5600000000,0E-10,913.5800000000,0E-10,0E-10,0E-10,913.5800000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,1593.1400000000,680.0600000000,0E-10,0E-10,0.5000000000,0E-10,679.5600000000,0E-10,0E-10,0E-10,913.5800000000,0E-10,0E-10,1593.6400000,,,1.02
2011,0581WPKNDS2884D,110010911834,PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),2884 DUCK POND RD,SAINT JOHNSBURY,CALEDONIA,VT,05819,,,44.375664,-71.952071,,CRH AMERICAS INC,037176591,CRH AMERICAS INC,CRH PLC,037176591,CRH PUBLIC LTD CO,NO,324,Petroleum,,,,,,,324121,,,,,,1311209513415,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-7,,,1.00
2011,05860RLNSDRAILR,110012499787,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,,,44.807792,-72.204520,,ETHAN ALLEN OPERATIONS INC,001213545,ETHAN ALLEN OPERATIONS INC,NA,,NA,NO,337,Furniture,,,,,,,337122,,,,,,1311209073269,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0E-10,3.7650000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,3.7650000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,3.7650000000,0E-10,0E-10,3.7650000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,3.7650000,,,1.15
2011,05902THNLLMAINS,110000871156,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,,,45.010741,-71.506558,,ETHAN ALLEN OPERATIONS INC,001213545,ETHAN ALLEN OPERATIONS INC,NA,,NA,NO,337,Furniture,,,,,,,337122,321113,,,,,1311209691094,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0E-10,7.7110000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,7.7110000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,7.7110000000,0E-10,0E-10,7.7110000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,7.7110000,,,0.89
2012,0506WVRMNT1131B,110001124060,VERMONT CASTINGS GROUP - FOUNDRY DIVISION,1131 BEANVILLE ROAD,RANDOLPH,ORANGE,VT,05060,,,43.900354,-72.655720,,MONESSEN HEARTH SYSTEMS CO,NA,MONESSEN HEARTH SYSTEMS CO,,,,NO,331,Primary Metals,,,,,,,331511,,,,,,1312209914098,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0E-10,0.8700000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.8700000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.8700000000,0E-10,0E-10,0.8700000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.8700000,,,1.00
2012,05101WHTNYINDUS,110007400936,WHITNEY BLAKE CO,20 INDUSTRIAL DR,BELLOWS FALLS,WINDHAM,VT,05101,,,43.164891,-72.453573,,NA,,NA,NA,,NA,NO,335,Electrical Equipment,,,,,,,335931,,,,,,1312210528042,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0E-10,0.0800000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.0800000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,34.0000000000,34.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,34.0000000000,0.0800000000,0E-10,0E-10,0.0800000000,0E-10,0E-10,0E-10,0E-10,0E-10,34.0000000000,0E-10,0E-10,34.0800000,,,0.97
2012,0515WSRMYNARMRY,110055497519,US ARMY NATIONAL GUARD WESTMINSTER TRAINING SITE (RANGE),ARMORY LANE,WESTMINSTER,WINDHAM,VT,05158,,,43.084705,-72.451921,,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,,,,YES,999,Other,,,,,,,928110,,,,,,1312210110920,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,128.1000000000,128.1000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,128.1000000000,0E-10,0E-10,128.1000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,128.1000000,,,
2012,05201TNSTRWESTR,110007400963,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,05201,,,42.881093,-73.247022,,VISHAY INTERTECHNOLOGY INC,NA,VISHAY INTERTECHNOLOGY INC,NA,,NA,NO,334,Computers and Electronic Products,,,,,,,334414,,,,,,1312210422756,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,204.0000000000,0E-10,0E-10,204.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,204.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,204.0000000000,0E-10,0E-10,204.0000000,,,1.07
2012,05301FLFLXPUTNE,110000581567,GARWARE FULFLEX USA INC.,32 JUSTIN HOLDEN DR,BRATTLEBORO,WINDHAM,VT,05301,,,42.885623,-72.555569,,NA,,NA,NA,,NA,NO,326,Plastics and Rubber,,,,,,,326299,,,,,,1312210574594,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,83.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,83.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,83.0000000000,83.0000000000,0E-10,0E-10,0E-10,83.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,83.0000000,,,0.84
2012,05301NTDCRONETE,110001124079,VERMONT CIRCUITS INC,76 TECHNOLOGY DR,BRATTLEBORO,WINDHAM,VT,05301,,,42.875939,-72.562989,,NA,NA,NA,,,,NO,334,Computers and Electronic Products,,,,,,,334412,,,,,,1312210008987,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,3.0000000000,0E-10,3.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,3.0000000000,0E-10,462.0000000000,19.0000000000,0E-10,0E-10,481.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,484.0000000000,3.0000000000,0E-10,0E-10,0E-10,0E-10,3.0000000000,0E-10,0E-10,0E-10,481.0000000000,0E-10,0E-10,484.0000000,,,0.96
2012,05465SRMYTETHAN,110037143365,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,,,44.480478,-72.967643,,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,NA,,NA,YES,999,Other,,,,,,,928110,,,,,,1312210110932,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,9000.3000000000,9000.3000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,9000.3000000000,0E-10,0E-10,9000.3000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,9000.3000000,,,1.14
2012,05478VRDYB75SWA,110000314874,ENERGIZER BATTERY MANUFACTURING INC,75 SWANTON RD,SAINT ALBANS,FRANKLIN,VT,05478,,,44.829890,-73.079730,,ENERGIZER HOLDINGS INC,133184171,ENERGIZER HOLDINGS INC,,,,NO,335,Electrical Equipment,,,,,,,335912,335129,,,,,1312210131862,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.0137000000,0E-10,0E-10,0E-10,6.5892000000,0E-10,0E-10,6.6029000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,6.6029000000,6.6029000000,0E-10,0E-10,0E-10,0.0137000000,6.5892000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,6.6029000,,,0.66
